Token	freq	prob
voices	3	0.00021408691928923143
nodding	1	7.136230642974381e-05
agreed	6	0.00042817383857846286
gentlemen	1	7.136230642974381e-05
consider	2	0.00014272461285948763
completely	1	7.136230642974381e-05
fair	4	0.00028544922571897526
percentage	2	0.00014272461285948763
mothers	2	0.00014272461285948763
simply	2	0.00014272461285948763
wipe	1	7.136230642974381e-05
outlined	1	7.136230642974381e-05
disappeared	1	7.136230642974381e-05
altogether	1	7.136230642974381e-05
fbi	6	0.00042817383857846286
dear	4	0.00028544922571897526
market	2	0.00014272461285948763
window	12	0.0008563476771569257
dodger	2	0.00014272461285948763
folded	2	0.00014272461285948763
sides	5	0.00035681153214871903
showed	2	0.00014272461285948763
curly	1	7.136230642974381e-05
lawrence	2	0.00014272461285948763
marquette	3	0.00021408691928923143
aliases	1	7.136230642974381e-05
lourence	1	7.136230642974381e-05
dec	3	0.00021408691928923143
oregon	4	0.00028544922571897526
muscular	2	0.00014272461285948763
complexion	1	7.136230642974381e-05
ruddy	1	7.136230642974381e-05
race	1	7.136230642974381e-05
nationality	1	7.136230642974381e-05
american	2	0.00014272461285948763
occupations	1	7.136230642974381e-05
auto	1	7.136230642974381e-05
w	1	7.136230642974381e-05
recapper	1	7.136230642974381e-05
s	5	0.00035681153214871903
survey	1	7.136230642974381e-05
rod	3	0.00021408691928923143
arks	1	7.136230642974381e-05
hernia	1	7.136230642974381e-05
scar	1	7.136230642974381e-05
tattoo	1	7.136230642974381e-05
mom	1	7.136230642974381e-05
ight	1	7.136230642974381e-05
forearm	1	7.136230642974381e-05
ull	1	7.136230642974381e-05
upper	1	7.136230642974381e-05
denture	2	0.00014272461285948763
reportedly	1	7.136230642974381e-05
frequents	1	7.136230642974381e-05
avid	1	7.136230642974381e-05
buddy	1	7.136230642974381e-05
pard	14	0.0009990722900164134
letter	2	0.00014272461285948763
explains	1	7.136230642974381e-05
agents	4	0.00028544922571897526
path	16	0.001141796902875901
circled	1	7.136230642974381e-05
stump	3	0.00021408691928923143
deep	5	0.00035681153214871903
rising	4	0.00028544922571897526
holes	7	0.0004995361450082067
punched	4	0.00028544922571897526
card	4	0.00028544922571897526
computer	1	7.136230642974381e-05
changing	2	0.00014272461285948763
appears	2	0.00014272461285948763
training	1	7.136230642974381e-05
somebody	4	0.00028544922571897526
dammed	1	7.136230642974381e-05
bathtub	1	7.136230642974381e-05
invited	1	7.136230642974381e-05
postcard	1	7.136230642974381e-05
ocean	2	0.00014272461285948763
swells	1	7.136230642974381e-05
tub	4	0.00028544922571897526
bright	3	0.00021408691928923143
orange	4	0.00028544922571897526
scum	1	7.136230642974381e-05
sagebrush	1	7.136230642974381e-05
baby	36	0.002569043031470777
deerflies	2	0.00014272461285948763
slime	4	0.00028544922571897526
edges	2	0.00014272461285948763
dozens	2	0.00014272461285948763
floating	2	0.00014272461285948763
bath	1	7.136230642974381e-05
bodies	4	0.00028544922571897526
frost	1	7.136230642974381e-05
iron	4	0.00028544922571897526
doors	6	0.00042817383857846286
stiff	3	0.00021408691928923143
mistake	1	7.136230642974381e-05
far	6	0.00042817383857846286
ending	1	7.136230642974381e-05
singing	1	7.136230642974381e-05
lose	2	0.00014272461285948763
learn	2	0.00014272461285948763
played	9	0.0006422607578676942
entwined	2	0.00014272461285948763
splashing	1	7.136230642974381e-05
ideas	1	7.136230642974381e-05
position	1	7.136230642974381e-05
deeper	3	0.00021408691928923143
tired	4	0.00028544922571897526
nap	1	7.136230642974381e-05
faced	1	7.136230642974381e-05
ontop	1	7.136230642974381e-05
lay	9	0.0006422607578676942
diaphragm	1	7.136230642974381e-05
cleared	1	7.136230642974381e-05
secondlike	1	7.136230642974381e-05
airplane	4	0.00028544922571897526
movies	3	0.00021408691928923143
pulling	2	0.00014272461285948763
nosedive	1	7.136230642974381e-05
ing	31	0.002212231499322058
unaccustomed	1	7.136230642974381e-05
instantly	4	0.00028544922571897526
misty	1	7.136230642974381e-05
stringy	1	7.136230642974381e-05
swirled	1	7.136230642974381e-05
falling	3	0.00021408691928923143
fishcome	1	7.136230642974381e-05
forward	2	0.00014272461285948763
bending	1	7.136230642974381e-05
shipping	4	0.00028544922571897526
shorty	35	0.0024976807250410332
nelson	7	0.0004995361450082067
algren	7	0.0004995361450082067
staggering	1	7.136230642974381e-05
magnificent	1	7.136230642974381e-05
chrome	1	7.136230642974381e-05
plated	1	7.136230642974381e-05
wheelchair	8	0.0005708984514379505
legless	2	0.00014272461285948763
screaming	2	0.00014272461285948763
aged	2	0.00014272461285948763
descended	1	7.136230642974381e-05
beach	3	0.00021408691928923143
chapter	5	0.00035681153214871903
testament	1	7.136230642974381e-05
reason	4	0.00028544922571897526
migrate	1	7.136230642974381e-05
turning	4	0.00028544922571897526
blows	1	7.136230642974381e-05
ai	1	7.136230642974381e-05
legs	8	0.0005708984514379505
chopped	4	0.00028544922571897526
fort	1	7.136230642974381e-05
lauderdale	1	7.136230642974381e-05
chop	3	0.00021408691928923143
wheel	8	0.0005708984514379505
frightened	1	7.136230642974381e-05
sold	4	0.00028544922571897526
start	2	0.00014272461285948763
winston	1	7.136230642974381e-05
churchill	1	7.136230642974381e-05
hide	4	0.00028544922571897526
pushed	2	0.00014272461285948763
garbage	13	0.0009277099835866696
staggered	1	7.136230642974381e-05
breath	3	0.00021408691928923143
italian	3	0.00021408691928923143
stockton	2	0.00014272461285948763
streets	3	0.00021408691928923143
italians	2	0.00014272461285948763
leaning	3	0.00021408691928923143
building	6	0.00042817383857846286
pigeons	4	0.00028544922571897526
begin	4	0.00028544922571897526
shouting	3	0.00021408691928923143
obscenities	1	7.136230642974381e-05
fake	1	7.136230642974381e-05
tra	1	7.136230642974381e-05
la	5	0.00035681153214871903
spa	1	7.136230642974381e-05
ghet	1	7.136230642974381e-05
tiii	1	7.136230642974381e-05
passed	8	0.0005708984514379505
lin	1	7.136230642974381e-05
snoring	1	7.136230642974381e-05
loudly	1	7.136230642974381e-05
clock	7	0.0004995361450082067
spread	3	0.00021408691928923143
fan	1	7.136230642974381e-05
ameri	1	7.136230642974381e-05
best	6	0.00042817383857846286
witl	1	7.136230642974381e-05
pack	1	7.136230642974381e-05
crate	4	0.00028544922571897526
cases	1	7.136230642974381e-05
send	2	0.00014272461285948763
hero	1	7.136230642974381e-05
neon	1	7.136230642974381e-05
wilderness	2	0.00014272461285948763
barroom	1	7.136230642974381e-05
destroyer	2	0.00014272461285948763
dove	1	7.136230642974381e-05
linkhorn	1	7.136230642974381e-05
wild	8	0.0005708984514379505
perfect	5	0.00035681153214871903
custodian	1	7.136230642974381e-05
collection	1	7.136230642974381e-05
nail	1	7.136230642974381e-05
packing	1	7.136230642974381e-05
label	1	7.136230642974381e-05
contents	1	7.136230642974381e-05
occupation	1	7.136230642974381e-05
address	2	0.00014272461285948763
c	2	0.00014272461285948763
o	6	0.00042817383857846286
chicago	2	0.00014272461285948763
stickers	3	0.00021408691928923143
handle	2	0.00014272461285948763
special	1	7.136230642974381e-05
handling	1	7.136230642974381e-05
angel	1	7.136230642974381e-05
grumbling	1	7.136230642974381e-05
puking	2	0.00014272461285948763
cursing	1	7.136230642974381e-05
travel	3	0.00021408691928923143
lights	3	0.00021408691928923143
motel	1	7.136230642974381e-05
piss	2	0.00014272461285948763
key	1	7.136230642974381e-05
plans	1	7.136230642974381e-05
inward	1	7.136230642974381e-05
drowned	2	0.00014272461285948763
lungs	1	7.136230642974381e-05
hurrying	1	7.136230642974381e-05
meeting	1	7.136230642974381e-05
swollen	3	0.00021408691928923143
gutters	1	7.136230642974381e-05
intersections	1	7.136230642974381e-05
filipino	1	7.136230642974381e-05
laundromat	1	7.136230642974381e-05
closed	1	7.136230642974381e-05
tranquil	1	7.136230642974381e-05
expression	2	0.00014272461285948763
asleep	4	0.00028544922571897526
brains	2	0.00014272461285948763
washed	2	0.00014272461285948763
machines	3	0.00021408691928923143
weeks	6	0.00042817383857846286
en	2	0.00014272461285948763
swept	2	0.00014272461285948763
jail	2	0.00014272461285948763
punish	1	7.136230642974381e-05
evilfart	1	7.136230642974381e-05
pedaled	1	7.136230642974381e-05
jose	1	7.136230642974381e-05
rattling	1	7.136230642974381e-05
freeway	1	7.136230642974381e-05
someday	2	0.00014272461285948763
dies	1	7.136230642974381e-05
anchor	2	0.00014272461285948763
wash	3	0.00021408691928923143
mayor	3	0.00021408691928923143
twentieth	4	0.00028544922571897526
century	6	0.00042817383857846286
london	1	7.136230642974381e-05
december	1	7.136230642974381e-05
july	8	0.0005708984514379505
september	7	0.0004995361450082067
month	3	0.00021408691928923143
october	2	0.00014272461285948763
ber	2	0.00014272461285948763
ist	1	7.136230642974381e-05
ioth	1	7.136230642974381e-05
disguise	1	7.136230642974381e-05
victims	1	7.136230642974381e-05
expected	2	0.00014272461285948763
costume	2	0.00014272461285948763
elbows	1	7.136230642974381e-05
bluejays	1	7.136230642974381e-05
collar	1	7.136230642974381e-05
shirt	5	0.00035681153214871903
lilies	1	7.136230642974381e-05
bullfrog	1	7.136230642974381e-05
croaking	1	7.136230642974381e-05
smell	11	0.0007849853707271819
ripe	1	7.136230642974381e-05
blackberry	3	0.00021408691928923143
appearance	1	7.136230642974381e-05
murder	1	7.136230642974381e-05
scotland	1	7.136230642974381e-05
pouf	1	7.136230642974381e-05
wearing	8	0.0005708984514379505
stalker	1	7.136230642974381e-05
dust	5	0.00035681153214871903
knife	4	0.00028544922571897526
ukelele	2	0.00014272461285948763
favorite	2	0.00014272461285948763
instruments	1	7.136230642974381e-05
plow	1	7.136230642974381e-05
ines	1	7.136230642974381e-05
evacuations	1	7.136230642974381e-05
missive	1	7.136230642974381e-05
complete	1	7.136230642974381e-05
regards	1	7.136230642974381e-05
skirted	1	7.136230642974381e-05
subject	1	7.136230642974381e-05
deal	1	7.136230642974381e-05
ly	3	0.00021408691928923143
rural	1	7.136230642974381e-05
micturition	1	7.136230642974381e-05
procedure	1	7.136230642974381e-05
gross	1	7.136230642974381e-05
oversight	1	7.136230642974381e-05
aware	2	0.00014272461285948763
unending	1	7.136230642974381e-05
fascination	1	7.136230642974381e-05
crapping	1	7.136230642974381e-05
rush	2	0.00014272461285948763
details	1	7.136230642974381e-05
effort	2	0.00014272461285948763
slit	1	7.136230642974381e-05
trench	1	7.136230642974381e-05
pith	1	7.136230642974381e-05
helmet	2	0.00014272461285948763
slingshot	1	7.136230642974381e-05
biffy	1	7.136230642974381e-05
number	9	0.0006422607578676942
proximity	1	7.136230642974381e-05
keester	1	7.136230642974381e-05
vermin	1	7.136230642974381e-05
deposits	1	7.136230642974381e-05
prior	1	7.136230642974381e-05
users	1	7.136230642974381e-05
smelled	3	0.00021408691928923143
ranger	2	0.00014272461285948763
lian	1	7.136230642974381e-05
conservation	1	7.136230642974381e-05
corps	1	7.136230642974381e-05
foot	9	0.0006422607578676942
crapper	1	7.136230642974381e-05
sic	1	7.136230642974381e-05
dew	1	7.136230642974381e-05
marsh	2	0.00014272461285948763
belly	3	0.00021408691928923143
difficult	1	7.136230642974381e-05
ducks	1	7.136230642974381e-05
mallards	1	7.136230642974381e-05
rainier	1	7.136230642974381e-05
ale	1	7.136230642974381e-05
offspring	1	7.136230642974381e-05
believe	3	0.00021408691928923143
woodcock	1	7.136230642974381e-05
bill	2	0.00014272461285948763
hydrant	3	0.00021408691928923143
sharpener	2	0.00014272461285948763
purpose	2	0.00014272461285948763
amaze	1	7.136230642974381e-05
slowly	7	0.0004995361450082067
strongest	1	7.136230642974381e-05
dandelions	1	7.136230642974381e-05
flower	5	0.00035681153214871903
petal	1	7.136230642974381e-05
wool	1	7.136230642974381e-05
ringing	1	7.136230642974381e-05
cloud	2	0.00014272461285948763
decreased	1	7.136230642974381e-05
loud	3	0.00021408691928923143
clap	1	7.136230642974381e-05
thunder	1	7.136230642974381e-05
shadows	3	0.00021408691928923143
assholes	1	7.136230642974381e-05
doctor	6	0.00042817383857846286
caligari	1	7.136230642974381e-05
studied	1	7.136230642974381e-05
puddles	3	0.00021408691928923143
pacific	3	0.00021408691928923143
northwest	3	0.00021408691928923143
fellowship	1	7.136230642974381e-05
sears	1	7.136230642974381e-05
roebuck	1	7.136230642974381e-05
boots	3	0.00021408691928923143
rubber	1	7.136230642974381e-05
classrooms	1	7.136230642974381e-05
happening	4	0.00028544922571897526
nearly	1	7.136230642974381e-05
pears	1	7.136230642974381e-05
lakes	1	7.136230642974381e-05
chasing	1	7.136230642974381e-05
newspapers	4	0.00028544922571897526
slung	1	7.136230642974381e-05
cards	2	0.00014272461285948763
fourth	2	0.00014272461285948763
harmonica	1	7.136230642974381e-05
scholar	1	7.136230642974381e-05
orchard	3	0.00021408691928923143
boss	1	7.136230642974381e-05
okie	2	0.00014272461285948763
goofy	2	0.00014272461285948763
overalls	2	0.00014272461285948763
rebel	4	0.00028544922571897526
smith	3	0.00021408691928923143
floyd	1	7.136230642974381e-05
oklahoma	3	0.00021408691928923143
driving	3	0.00021408691928923143
smoking	1	7.136230642974381e-05
cigarettes	3	0.00021408691928923143
assigning	1	7.136230642974381e-05
smoked	3	0.00021408691928923143
cigarette	1	7.136230642974381e-05
threw	2	0.00014272461285948763
hired	1	7.136230642974381e-05
bums	3	0.00021408691928923143
cause	5	0.00035681153214871903
skidrow	2	0.00014272461285948763
rusty	1	7.136230642974381e-05
truck	5	0.00035681153214871903
faces	1	7.136230642974381e-05
migl	1	7.136230642974381e-05
coyotes	5	0.00035681153214871903
lonesome	1	7.136230642974381e-05
steady	1	7.136230642974381e-05
listening	1	7.136230642974381e-05
grazing	1	7.136230642974381e-05
homes	1	7.136230642974381e-05
sign	11	0.0007849853707271819
trail	5	0.00035681153214871903
cyanide	3	0.00021408691928923143
capsules	3	0.00021408691928923143
coyote	7	0.0004995361450082067
m	2	0.00014272461285948763
hay	1	7.136230642974381e-05
tambien	1	7.136230642974381e-05
culdado	1	7.136230642974381e-05
con	1	7.136230642974381e-05
las	3	0.00021408691928923143
capsulas	1	7.136230642974381e-05
de	3	0.00021408691928923143
cianuro	1	7.136230642974381e-05
matan	1	7.136230642974381e-05
coma	1	7.136230642974381e-05
menos	1	7.136230642974381e-05
que	1	7.136230642974381e-05
vd	1	7.136230642974381e-05
un	2	0.00014272461285948763
toque	1	7.136230642974381e-05
russian	1	7.136230642974381e-05
bar	8	0.0005708984514379505
tol	1	7.136230642974381e-05
scent	1	7.136230642974381e-05
ably	1	7.136230642974381e-05
snatch	1	7.136230642974381e-05
gives	1	7.136230642974381e-05
sniff	1	7.136230642974381e-05
fast	2	0.00014272461285948763
blam	1	7.136230642974381e-05
brother	2	0.00014272461285948763
dolly	1	7.136230642974381e-05
varden	1	7.136230642974381e-05
spotted	1	7.136230642974381e-05
snake	1	7.136230642974381e-05
pect	1	7.136230642974381e-05
jewelry	1	7.136230642974381e-05
gas	3	0.00021408691928923143
chamber	3	0.00021408691928923143
quentin	2	0.00014272461285948763
caryl	1	7.136230642974381e-05
chessman	1	7.136230642974381e-05
alexander	1	7.136230642974381e-05
robillard	1	7.136230642974381e-05
vistas	1	7.136230642974381e-05
tracts	2	0.00014272461285948763
bedroom	1	7.136230642974381e-05
carpets	1	7.136230642974381e-05
plumbing	4	0.00028544922571897526
defies	1	7.136230642974381e-05
ishment	1	7.136230642974381e-05
song	1	7.136230642974381e-05
train	1	7.136230642974381e-05
vibration	1	7.136230642974381e-05
rails	1	7.136230642974381e-05
hollow	2	0.00014272461285948763
crown	2	0.00014272461285948763
nitnesses	1	7.136230642974381e-05
newspapermen	1	7.136230642974381e-05
flunkies	1	7.136230642974381e-05
king	2	0.00014272461285948763
mist	2	0.00014272461285948763
drifting	1	7.136230642974381e-05
raining	3	0.00021408691928923143
stops	1	7.136230642974381e-05
beating	1	7.136230642974381e-05
hunchback	4	0.00028544922571897526
booths	9	0.0006422607578676942
victorian	1	7.136230642974381e-05
ceilings	1	7.136230642974381e-05
repairman	1	7.136230642974381e-05
telephones	1	7.136230642974381e-05
service	3	0.00021408691928923143
asset	1	7.136230642974381e-05
society	1	7.136230642974381e-05
pleasant	3	0.00021408691928923143
uneasy	1	7.136230642974381e-05
grow	3	0.00021408691928923143
needed	5	0.00035681153214871903
foxfire	1	7.136230642974381e-05
reflexes	2	0.00014272461285948763
steamy	1	7.136230642974381e-05
overtime	1	7.136230642974381e-05
favor	2	0.00014272461285948763
seven	6	0.00042817383857846286
fellows	2	0.00014272461285948763
cutthroat	3	0.00021408691928923143
inches	4	0.00028544922571897526
size	2	0.00014272461285948763
local	1	7.136230642974381e-05
calls	2	0.00014272461285948763
tance	1	7.136230642974381e-05
broad	2	0.00014272461285948763
throats	1	7.136230642974381e-05
banner	1	7.136230642974381e-05
jack	3	0.00021408691928923143
ripper	1	7.136230642974381e-05
stubborn	1	7.136230642974381e-05
dom	1	7.136230642974381e-05
certified	1	7.136230642974381e-05
lic	1	7.136230642974381e-05
accountants	1	7.136230642974381e-05
chunky	1	7.136230642974381e-05
squire	1	7.136230642974381e-05
hitchhike	1	7.136230642974381e-05
nearby	2	0.00014272461285948763
leaving	6	0.00042817383857846286
punch	1	7.136230642974381e-05
farmer	4	0.00028544922571897526
traffic	3	0.00021408691928923143
bean	1	7.136230642974381e-05
stopping	1	7.136230642974381e-05
automatic	1	7.136230642974381e-05
closing	1	7.136230642974381e-05
barn	1	7.136230642974381e-05
need	5	0.00035681153214871903
traveling	4	0.00028544922571897526
groves	1	7.136230642974381e-05
mailboxes	1	7.136230642974381e-05
enter	1	7.136230642974381e-05
ruin	2	0.00014272461285948763
audition	1	7.136230642974381e-05
metropolitan	1	7.136230642974381e-05
opera	1	7.136230642974381e-05
original	3	0.00021408691928923143
punching	1	7.136230642974381e-05
tunnel	1	7.136230642974381e-05
waded	2	0.00014272461285948763
seventy	1	7.136230642974381e-05
hole	7	0.0004995361450082067
test	1	7.136230642974381e-05
tippet	1	7.136230642974381e-05
entirely	2	0.00014272461285948763
ferns	3	0.00021408691928923143
gentle	3	0.00021408691928923143
fragile	2	0.00014272461285948763
damp	1	7.136230642974381e-05
gravel	2	0.00014272461285948763
pery	1	7.136230642974381e-05
algae	1	7.136230642974381e-05
peared	1	7.136230642974381e-05
reminded	2	0.00014272461285948763
thrown	2	0.00014272461285948763
tacoma	1	7.136230642974381e-05
ton	2	0.00014272461285948763
appreciably	1	7.136230642974381e-05
helped	1	7.136230642974381e-05
thickness	1	7.136230642974381e-05
ferent	1	7.136230642974381e-05
lie	1	7.136230642974381e-05
cutting	1	7.136230642974381e-05
solid	1	7.136230642974381e-05
uncompromising	1	7.136230642974381e-05
frog	2	0.00014272461285948763
line	5	0.00035681153214871903
ambulance	3	0.00021408691928923143
siren	2	0.00014272461285948763
straight	7	0.0004995361450082067
flashing	1	7.136230642974381e-05
raid	1	7.136230642974381e-05
sloppy	1	7.136230642974381e-05
surface	1	7.136230642974381e-05
hump	3	0.00021408691928923143
injury	1	7.136230642974381e-05
occurred	1	7.136230642974381e-05
stepped	2	0.00014272461285948763
storm	1	7.136230642974381e-05
spawned	1	7.136230642974381e-05
bridge	2	0.00014272461285948763
wish	4	0.00028544922571897526
mask	1	7.136230642974381e-05
understood	2	0.00014272461285948763
cornmeal	1	7.136230642974381e-05
tasted	1	7.136230642974381e-05
kisses	1	7.136230642974381e-05
esmeralda	1	7.136230642974381e-05
teddy	1	7.136230642974381e-05
roosevelt	2	0.00014272461285948763
chingader	1	7.136230642974381e-05
challis	4	0.00028544922571897526
national	5	0.00035681153214871903
forest	8	0.0005708984514379505
executive	1	7.136230642974381e-05
president	1	7.136230642974381e-05
theodore	1	7.136230642974381e-05
million	4	0.00028544922571897526
scientists	2	0.00014272461285948763
toed	1	7.136230642974381e-05
camels	1	7.136230642974381e-05
possible	2	0.00014272461285948763
rhinoceroses	1	7.136230642974381e-05
plentiful	1	7.136230642974381e-05
history	2	0.00014272461285948763
lowman	2	0.00014272461285948763
spending	2	0.00014272461285948763
mormon	5	0.00035681153214871903
mccall	4	0.00028544922571897526
spirit	5	0.00035681153214871903
prison	3	0.00021408691928923143
sports	3	0.00021408691928923143
dress	11	0.0007849853707271819
rolled	2	0.00014272461285948763
knees	1	7.136230642974381e-05
blonde	1	7.136230642974381e-05
bounce	3	0.00021408691928923143
birthday	3	0.00021408691928923143
boulders	1	7.136230642974381e-05
patch	2	0.00014272461285948763
remembered	1	7.136230642974381e-05
justice	2	0.00014272461285948763
court	1	7.136230642974381e-05
william	1	7.136230642974381e-05
douglas	1	7.136230642974381e-05
ach	1	7.136230642974381e-05
ache	1	7.136230642974381e-05
everybody	2	0.00014272461285948763
goes	6	0.00042817383857846286
catholics	1	7.136230642974381e-05
buddhists	1	7.136230642974381e-05
moslems	1	7.136230642974381e-05
jews	1	7.136230642974381e-05
baptists	1	7.136230642974381e-05
methodists	1	7.136230642974381e-05
international	1	7.136230642974381e-05
jewel	1	7.136230642974381e-05
thieves	1	7.136230642974381e-05
slammer	2	0.00014272461285948763
easy	3	0.00021408691928923143
vanished	2	0.00014272461285948763
fact	2	0.00014272461285948763
alive	3	0.00021408691928923143
cried	1	7.136230642974381e-05
ting	3	0.00021408691928923143
communism	1	7.136230642974381e-05
ex	3	0.00021408691928923143
chief	1	7.136230642974381e-05
believed	2	0.00014272461285948763
influence	1	7.136230642974381e-05
divine	1	7.136230642974381e-05
power	1	7.136230642974381e-05
ered	1	7.136230642974381e-05
religious	3	0.00021408691928923143
text	1	7.136230642974381e-05
tennis	1	7.136230642974381e-05
pairs	2	0.00014272461285948763
socks	8	0.0005708984514379505
guarantee	8	0.0005708984514379505
save	1	7.136230642974381e-05
launder	1	7.136230642974381e-05
bat	2	0.00014272461285948763
shame	1	7.136230642974381e-05
heirloom	1	7.136230642974381e-05
losing	1	7.136230642974381e-05
generations	1	7.136230642974381e-05
sock	1	7.136230642974381e-05
fork	2	0.00014272461285948763
payette	1	7.136230642974381e-05
strawberry	1	7.136230642974381e-05
milkshake	1	7.136230642974381e-05
bear	2	0.00014272461285948763
signs	3	0.00021408691928923143
flock	1	7.136230642974381e-05
makes	3	0.00021408691928923143
sees	2	0.00014272461285948763
furry	2	0.00014272461285948763
animals	9	0.0006422607578676942
entered	1	7.136230642974381e-05
sawtooth	2	0.00014272461285948763
bull	1	7.136230642974381e-05
collision	1	7.136230642974381e-05
rate	1	7.136230642974381e-05
cemetery	3	0.00021408691928923143
loaded	1	7.136230642974381e-05
sacks	2	0.00014272461285948763
candy	3	0.00021408691928923143
commie	1	7.136230642974381e-05
receipt	1	7.136230642974381e-05
income	2	0.00014272461285948763
tax	2	0.00014272461285948763
purposes	1	7.136230642974381e-05
deduction	1	7.136230642974381e-05
awfully	1	7.136230642974381e-05
nervous	5	0.00035681153214871903
especially	1	7.136230642974381e-05
folding	2	0.00014272461285948763
fold	1	7.136230642974381e-05
restaurant	4	0.00028544922571897526
cheeseburger	1	7.136230642974381e-05
circles	3	0.00021408691928923143
teens	1	7.136230642974381e-05
lipstick	1	7.136230642974381e-05
fun	1	7.136230642974381e-05
mormons	1	7.136230642974381e-05
bye	3	0.00021408691928923143
spider	1	7.136230642974381e-05
web	1	7.136230642974381e-05
lent	2	0.00014272461285948763
contemplation	1	7.136230642974381e-05
thoughts	3	0.00021408691928923143
temple	4	0.00028544922571897526
illinois	1	7.136230642974381e-05
germany	2	0.00014272461285948763
ried	2	0.00014272461285948763
mosquito	2	0.00014272461285948763
bitten	2	0.00014272461285948763
wrist	2	0.00014272461285948763
awful	1	7.136230642974381e-05
lace	1	7.136230642974381e-05
blindman	1	7.136230642974381e-05
mosquitoes	1	7.136230642974381e-05
swell	1	7.136230642974381e-05
bit	2	0.00014272461285948763
relative	2	0.00014272461285948763
balloon	1	7.136230642974381e-05
len	1	7.136230642974381e-05
sundown	1	7.136230642974381e-05
lawn	3	0.00021408691928923143
maximum	1	7.136230642974381e-05
comfort	2	0.00014272461285948763
camped	2	0.00014272461285948763
charged	7	0.0004995361450082067
lars	1	7.136230642974381e-05
hotel	12	0.0008563476771569257
trailers	1	7.136230642974381e-05
ers	2	0.00014272461285948763
halls	1	7.136230642974381e-05
elevator	1	7.136230642974381e-05
trailer	3	0.00021408691928923143
rub	1	7.136230642974381e-05
dub	1	7.136230642974381e-05
granny	2	0.00014272461285948763
butt	1	7.136230642974381e-05
banging	1	7.136230642974381e-05
carpet	1	7.136230642974381e-05
sober	1	7.136230642974381e-05
campgrounds	2	0.00014272461285948763
wondered	2	0.00014272461285948763
plague	1	7.136230642974381e-05
equipment	5	0.00035681153214871903
sex	2	0.00014272461285948763
organs	2	0.00014272461285948763
tatters	1	7.136230642974381e-05
sails	1	7.136230642974381e-05
joined	2	0.00014272461285948763
enthusiastically	1	7.136230642974381e-05
unit	2	0.00014272461285948763
stove	6	0.00042817383857846286
box	6	0.00042817383857846286
mounted	1	7.136230642974381e-05
cement	1	7.136230642974381e-05
block	2	0.00014272461285948763
bullet	3	0.00021408691928923143
amazed	1	7.136230642974381e-05
stoves	1	7.136230642974381e-05
reasonable	1	7.136230642974381e-05
chance	2	0.00014272461285948763
shoot	1	7.136230642974381e-05
woods	2	0.00014272461285948763
benches	1	7.136230642974381e-05
glasses	2	0.00014272461285948763
lenses	1	7.136230642974381e-05
lens	1	7.136230642974381e-05
astigmatism	1	7.136230642974381e-05
footnote	2	0.00014272461285948763
erica	4	0.00028544922571897526
cobblestone	3	0.00021408691928923143
footage	1	7.136230642974381e-05
ranted	1	7.136230642974381e-05
raved	1	7.136230642974381e-05
film	1	7.136230642974381e-05
dubbed	1	7.136230642974381e-05
noble	1	7.136230642974381e-05
eloquent	1	7.136230642974381e-05
denouncing	1	7.136230642974381e-05
humanity	1	7.136230642974381e-05
uncertain	1	7.136230642974381e-05
terms	1	7.136230642974381e-05
mon	1	7.136230642974381e-05
amour	1	7.136230642974381e-05
soliloquy	1	7.136230642974381e-05
tracer	1	7.136230642974381e-05
grasshopper	1	7.136230642974381e-05
nijinsky	1	7.136230642974381e-05
blondes	1	7.136230642974381e-05
etc	2	0.00014272461285948763
worth	4	0.00028544922571897526
pants	2	0.00014272461285948763
low	2	0.00014272461285948763
budget	2	0.00014272461285948763
scene	1	7.136230642974381e-05
science	1	7.136230642974381e-05
fiction	1	7.136230642974381e-05
outer	1	7.136230642974381e-05
space	2	0.00014272461285948763
cheap	2	0.00014272461285948763
thrillers	1	7.136230642974381e-05
theme	1	7.136230642974381e-05
ends	2	0.00014272461285948763
castle	1	7.136230642974381e-05
master	2	0.00014272461285948763
beginnings	1	7.136230642974381e-05
minnows	6	0.00042817383857846286
swimming	2	0.00014272461285948763
mack	1	7.136230642974381e-05
sennett	1	7.136230642974381e-05
tourist	1	7.136230642974381e-05
attraction	1	7.136230642974381e-05
mortality	1	7.136230642974381e-05
engineering	2	0.00014272461285948763
montana	7	0.0004995361450082067
attempted	1	7.136230642974381e-05
weekend	1	7.136230642974381e-05
cartons	1	7.136230642974381e-05
plastic	2	0.00014272461285948763
bags	1	7.136230642974381e-05
minnow	1	7.136230642974381e-05
coleman	5	0.00035681153214871903
apologized	1	7.136230642974381e-05
earthly	1	7.136230642974381e-05
tail	1	7.136230642974381e-05
bows	1	7.136230642974381e-05
jewish	1	7.136230642974381e-05
comedian	1	7.136230642974381e-05
elaborate	1	7.136230642974381e-05
design	3	0.00021408691928923143
dog	10	0.0007136230642974381
swiss	1	7.136230642974381e-05
cheese	2	0.00014272461285948763
intimate	2	0.00014272461285948763
universal	1	7.136230642974381e-05
failure	1	7.136230642974381e-05
missoula	1	7.136230642974381e-05
dregs	1	7.136230642974381e-05
shallow	2	0.00014272461285948763
dreds	1	7.136230642974381e-05
gathered	1	7.136230642974381e-05
mesmerized	1	7.136230642974381e-05
swam	3	0.00021408691928923143
crusade	1	7.136230642974381e-05
dip	1	7.136230642974381e-05
instead	2	0.00014272461285948763
